,rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply,increment_code
14905,1,59,3,1,1100,965,A00,1,2
14912,1,68,3,2,1271,1510,B01,2,2
14913,0,77,3,1,1770,1510,B01,6,2
14914,0,18,2,1,1510,1770,C41,5,2
14915,1,43,3,1,1343,1527,A06,3,2
14916,1,36,3,2,1319,1521,C48,8,2
14917,1,91,3,1,1512,1448,C00,3,2
14918,1,31,3,1,1504,1384,B10,2,2
14919,1,13,2,1,1494,1439,C42,6,2
14920,1,46,2,2,1418,1485,C50,6,2
14921,1,47,3,1,1353,1501,C64,6,2
14922,1,50,2,1,1497,1238,C44,5,2
14923,1,83,3,1,1416,1511,C64,7,2
14924,1,53,2,1,1536,1522,C50,6,2
14925,1,47,2,1,1517,1311,C41,5,2
14926,1,47,2,1,1484,1530,D01,4,2
14927,1,24,2,2,1542,1533,C44,5,2
14928,1,71,2,1,1471,1556,C50,6,2
14929,1,53,3,1,1555,1393,C41,7,2
14930,1,28,2,2,1400,1548,C45,10,2
14931,1,44,2,2,1562,1498,C41,5,2
14932,1,61,1,1,1559,1211,C00,3,2
14933,1,78,1,2,1493,1549,A00,1,2
14934,1,34,2,2,1569,1251,B54,5,2
14935,1,67,2,1,1450,1585,C20,3,2
14936,1,14,3,2,1605,1342,C44,5,2
14937,1,46,3,2,1622,1454,C41,7,2
14938,1,46,3,2,1550,1612,C44,4,2
14939,1,97,3,1,1609,1256,C41,5,2
14940,1,148,3,2,1260,1606,C44,4,2
14941,1,59,2,1,1590,1395,C45,11,2
14942,1,25,0,0,1525,1593,C50,6,2
14943,1,56,3,2,1611,1401,C41,5,2
14944,1,45,2,1,1605,1388,C47,7,2
14945,1,50,2,2,1472,1598,C55,7,2
14946,1,127,0,0,1603,1445,B54,6,2
14947,1,70,2,2,1370,1597,C50,6,2
14949,1,74,3,2,1370,1592,C50,6,2
14950,0,40,2,1,1592,1456,C00,3,2
14952,0,89,2,1,1592,1436,C41,5,2
14953,1,37,2,1,1801,1886,A00,1,2
14954,1,83,2,1,2124,1891,A45,3,2
14955,1,39,0,0,1894,1781,C78,10,2
14956,1,43,2,1,1892,1470,C66,8,2
14957,1,55,2,1,1886,1706,C70,11,2
14958,1,67,2,1,1914,1897,C66,8,2
14959,1,80,2,2,1845,1887,A00,1,2
14960,1,47,2,1,1755,1903,C30,4,2
14961,1,113,2,2,1550,1517,C07,7,2
14962,1,108,3,2,1593,1538,D00,2,2
14963,1,43,2,1,1523,1668,B41,9,1
14964,1,13,2,1,1556,1533,D00,2,2
14965,1,138,1,2,1536,1836,C53,9,2
14966,1,47,2,1,1525,1541,C55,6,2
14967,1,16,2,1,1511,1536,C45,10,2
14968,1,19,2,1,1553,1547,C24,4,2
14969,1,49,2,1,1534,1602,C53,9,2
14970,1,33,2,2,1545,1541,C50,6,2
14971,1,63,2,1,1616,1554,C50,9,2
14972,1,41,3,1,1542,1583,B32,7,2
14973,1,55,1,1,1531,1538,C55,6,2
14974,1,15,2,1,1554,1541,C45,10,2
14975,1,42,2,1,1711,1555,D00,3,2
14976,1,24,2,2,1561,1740,C58,11,2
14977,1,54,3,2,1513,1552,A00,1,2
14978,1,20,2,1,1575,1561,D32,10,2
14979,1,72,2,2,1570,1633,D31,5,2
14980,1,51,2,1,1635,1579,A00,1,2
14981,1,48,2,2,1629,1567,D40,9,2
14982,1,47,2,1,1770,1572,C55,10,2
14983,1,44,3,2,1320,1559,A01,4,2
14984,1,31,2,2,1567,1648,A85,5,2
14985,1,91,2,1,1713,1573,C24,4,2
14986,1,28,3,2,1580,1706,D45,9,2
14987,1,23,2,1,1695,1588,C37,7,2
14988,1,37,2,1,1662,1596,C88,15,2
14989,1,20,2,2,1604,1705,D35,7,2
14990,1,18,2,1,1657,1613,C57,10,2
14991,1,17,2,1,1700,1621,C45,8,2
14992,1,33,2,1,1691,1630,C45,8,2
14993,1,42,2,2,1638,1719,C40,4,2
14994,1,35,2,1,1694,1647,C54,13,2
14995,1,32,2,1,1634,1658,C45,8,2
14996,1,61,2,1,1648,1638,D35,9,2
14997,1,60,2,2,1659,1636,E61,5,2
14998,1,36,2,2,1668,1717,D06,8,1
14999,1,180,3,2,1621,1659,C37,6,2
15000,1,68,2,1,1756,1667,C55,6,2
15001,1,26,2,1,1761,1675,C54,19,2
15002,1,74,3,2,1682,1792,B84,12,2
15003,1,124,1,2,1694,1636,C00,3,2
15004,1,90,2,2,1685,1684,C45,8,2
15005,1,9,2,1,1668,1695,C24,5,2
15006,1,64,2,2,1595,1687,D02,3,2
15015,1,41,2,1,1215,1432,C20,3,2
15016,1,43,3,1,1426,1265,A00,1,2
15017,1,17,2,1,1425,1351,D00,2,2
15019,1,103,0,0,2283,2358,B23,4,3
15020,1,109,0,0,2214,2286,A03,2,3
15021,1,92,2,2,2232,2272,C50,8,3
15022,1,77,2,1,2264,2082,C06,15,3
15023,1,76,2,2,1826,2262,C26,5,3
15024,1,22,2,1,2255,2008,C50,6,3
15025,1,62,2,2,2007,2249,E17,14,3
15026,1,70,2,2,1801,2246,E38,8,3
15027,1,63,0,0,2239,2401,B23,5,3
15028,1,58,2,2,1471,2239,C53,12,3
15029,1,95,2,2,2094,2228,C60,6,3
15030,1,109,0,0,2229,2220,C54,17,3
15031,1,42,2,2,2162,2214,E11,8,3
15032,1,102,2,2,2236,2148,B06,2,3
15033,1,97,2,1,2268,2254,C59,17,3
15042,1,63,2,1,1699,1752,C64,6,2
15043,1,69,2,1,1655,1516,B10,2,2
15044,1,52,3,2,1671,1503,A40,2,2
15045,1,63,3,1,1485,1688,B20,3,2
15046,1,99,2,1,1683,1491,C30,4,2
15047,1,42,2,2,1648,1672,B20,3,2
15048,1,64,3,2,1551,1665,B20,3,2
15049,1,54,3,2,1484,1659,A45,2,3
15050,1,50,3,2,1545,1651,B20,3,2
15051,1,44,3,2,1665,1563,C50,8,2
15052,1,43,2,1,1656,1571,D12,8,2
15053,1,82,0,0,1569,1659,B25,4,2
15054,1,16,3,2,1674,1554,C30,4,2
15055,1,134,3,2,1529,1667,A45,2,2
15056,1,27,2,1,1659,1547,D30,6,2
15057,1,117,2,1,1598,1673,A02,1,2
15058,1,43,2,1,1666,1526,C33,6,2
15059,1,68,3,2,1679,1622,C30,3,2
15060,1,63,2,1,1569,1694,B20,3,2
15061,1,58,3,2,1606,1686,B30,4,3
15062,1,52,1,2,1469,1680,B20,2,2
15063,1,36,3,2,1460,1675,A09,4,3
15064,1,78,2,2,1449,1670,A02,1,2
15065,1,54,2,2,1687,1513,C34,6,2
15066,1,54,3,2,1541,1680,B21,5,3
15067,1,59,3,1,1674,1488,B01,6,2
15068,1,63,2,1,1491,1691,B30,4,3
15069,1,54,3,2,1466,1686,B21,3,2
15070,1,32,2,2,1703,1488,C30,4,2
15071,1,52,3,2,1493,1698,B25,4,2
15072,1,45,2,2,1546,1691,B30,4,2
15073,1,31,2,1,1684,1553,C36,6,2
15074,1,68,2,2,1531,1677,B32,8,3
15075,1,50,3,2,1508,1670,A00,1,2
15076,1,83,2,1,1665,1475,B01,4,2
15077,1,61,3,1,1519,1681,A00,1,2
15078,1,78,2,2,1481,1675,A00,1,3
15079,1,77,3,1,1669,1487,B00,2,3
15080,1,84,1,2,1468,1664,A45,2,2
15081,1,40,2,2,1465,1658,B54,6,2
15082,1,51,3,1,1634,1462,D20,5,2
15083,1,106,3,2,1466,1741,C02,7,2
15084,1,42,2,2,1456,1442,C22,6,2
15085,1,25,2,1,1453,1258,C68,7,2
15086,1,94,2,1,1470,1464,C50,6,2
15087,1,40,3,2,1449,1453,C21,10,2
15088,1,53,3,1,1441,1459,C41,5,2
15089,1,77,2,1,1334,1456,C52,10,2
15090,1,138,3,2,1444,1445,D00,3,2
15091,1,78,3,2,1458,1404,B03,9,2
15092,1,72,2,2,1465,1446,C20,3,2
15093,1,108,2,1,1432,1521,B52,6,2
15094,1,27,3,1,1435,1456,C65,7,2
15095,1,71,3,1,1445,1446,B00,2,2
15096,1,94,2,2,1614,1428,D07,6,2
15097,1,45,3,1,1473,1448,C20,3,2
15098,1,58,3,2,1463,1436,A00,1,2
15099,1,76,1,2,1448,1439,C00,3,2
15100,1,127,1,1,1434,1515,B51,5,2
15101,1,86,3,2,1442,1563,B27,3,2
15102,1,43,2,2,1426,1430,C44,5,2
15103,1,40,2,2,1414,1419,C44,5,2
15104,1,20,3,2,1512,1404,C45,8,2
15105,1,88,3,2,1403,1419,C50,8,2
15106,1,73,0,0,1406,1326,C41,4,2
15107,1,148,0,0,1412,1564,B40,6,2
15108,1,46,3,2,1146,1408,D00,3,2
15109,1,49,3,1,1405,1127,C40,4,2
15110,1,52,3,2,1413,1528,C50,6,2
15111,1,64,3,2,1424,1443,C41,4,2
15112,1,124,3,2,1264,1420,D00,3,2
15113,1,65,3,1,1190,1470,B20,3,2
15114,1,41,2,1,1667,1192,C41,6,2
15115,1,30,3,2,1069,1182,C40,5,2
15116,1,55,2,1,1167,1176,C21,4,2
15117,1,33,2,1,1561,1170,C27,3,2
15118,1,39,2,1,1356,1178,C41,8,1
15119,1,27,2,1,1627,1180,C40,4,2
15120,1,61,1,1,1506,1184,C41,4,2
15121,1,39,2,1,1633,1187,D00,3,2
15122,1,45,2,1,1344,1195,C40,3,2
15123,1,71,2,1,1610,1198,C41,4,2
15124,1,71,2,1,1658,1200,D00,5,2
15125,1,51,2,1,1389,1208,D00,3,2
15126,1,37,2,1,1711,1209,C24,4,2
15127,1,60,2,2,1215,1485,B20,3,2
15128,1,22,0,0,1493,1205,D00,3,2
15129,1,31,3,1,1640,1207,C37,7,1
15130,1,26,3,2,1209,1639,B10,3,1
15131,1,41,2,1,1611,1213,C40,4,2
15132,1,72,1,2,1544,1188,C40,4,2
15133,1,32,2,2,1180,1674,C22,6,2
15134,1,57,2,1,1379,1187,C21,3,2
15135,1,52,2,2,1194,1373,C41,5,2
15136,1,33,2,1,1438,1200,C40,4,2
15137,1,41,2,1,1814,1201,D02,3,2
15138,1,48,2,1,1177,1504,C44,6,2
15139,1,39,2,1,1621,1179,C41,5,2
15140,1,46,2,2,1184,1440,C22,6,2
15141,1,51,3,1,1364,1192,A20,2,2
15142,1,29,2,1,1492,1196,C41,7,2
15143,1,69,3,1,1621,1198,A41,3,2
15144,1,17,2,1,1379,1206,A00,1,2
15145,1,84,2,2,1207,1724,B20,3,2
15146,1,49,3,1,1185,1438,C41,5,2
15147,1,47,2,1,1594,1188,D02,5,2
15148,1,53,2,1,1523,1191,A04,2,2
15149,1,76,2,2,1195,1516,B21,3,2
15150,1,48,2,2,1202,1382,C22,6,2
15151,1,57,2,1,1452,1251,A13,2,2
15152,1,19,2,1,1411,1465,B25,4,2
15153,1,76,3,2,1313,1458,A40,2,2
15154,1,32,3,2,1474,1323,C20,3,2
15155,1,67,3,1,1330,1490,C41,4,2
15156,1,109,3,1,1425,1503,A00,3,1
15157,1,71,2,1,1492,1497,C20,3,2
15158,1,72,3,2,1407,1483,A04,2,2
15159,1,41,3,1,1477,1314,C20,3,2
15160,1,65,3,1,1461,1489,A43,5,3
15161,1,99,0,0,1491,1451,C20,3,2
15162,0,15,2,1,1242,1491,C41,7,2
15163,1,39,2,1,1485,1281,C00,4,2
15165,1,36,2,1,1493,1355,C00,3,2
15166,1,63,3,1,1486,1342,C20,3,2
15167,1,44,1,2,1538,1472,A40,2,2
15168,1,17,3,1,1423,1484,C00,2,2
15169,1,20,2,2,1496,1459,C20,3,2
15170,1,76,2,2,1491,1485,B40,4,2
15171,1,133,2,1,1478,1305,C20,3,2
15172,1,21,2,1,1470,1353,C20,3,2
15173,1,115,3,1,1562,1479,C41,5,2
15183,1,73,3,1,1780,1589,B60,11,2
15184,0,44,3,2,1554,1589,C50,8,2
15186,0,17,3,1,1589,1255,C41,5,2
15187,0,40,3,2,1589,1141,B01,4,2
15188,0,57,3,1,1589,1489,C57,11,2
15189,0,15,2,1,1589,1337,C41,5,2
15191,0,66,3,2,1589,1348,D07,6,2
15194,0,32,3,2,1372,1589,C57,9,2
15196,0,62,0,0,1437,1589,E60,5,2
15200,1,39,2,1,1580,1519,D00,3,2
15201,1,43,2,1,1570,1251,B01,4,2
15202,1,46,3,2,1288,1565,A00,1,2
15203,1,15,3,1,1560,1349,A40,2,2
15207,0,68,2,2,1399,1554,C62,6,2
15208,0,38,3,2,1362,1554,C57,9,2
15209,0,31,3,1,1145,1554,B00,5,2
15210,0,15,2,1,1554,1347,D11,5,2
15211,0,41,2,1,1554,1236,D30,4,2
15212,1,61,2,2,1564,1577,C15,6,2
15213,0,110,3,2,1364,1564,D02,4,2
15218,1,51,2,1,1876,1921,A70,13,2
15219,1,103,2,1,1865,1841,D06,4,2
15220,1,48,3,2,1536,1862,B12,7,2
15221,1,96,2,2,1878,1724,D15,7,2
15222,1,120,3,2,1844,1868,A16,3,2
15223,1,96,1,2,1732,1855,A00,1,2
15224,1,64,2,2,1867,1878,A40,4,2
15225,1,66,2,2,1730,1859,B12,5,2
15226,1,80,2,2,1948,1844,E61,4,2
15227,1,41,2,1,1918,1858,E90,11,2
15228,1,57,3,1,1844,1907,E80,9,2
15229,1,109,0,0,1905,1842,B13,5,2
15230,1,36,2,1,1834,1732,D53,8,2
15231,1,79,2,1,1823,1770,E88,14,2
15232,1,79,2,1,1813,1835,E70,7,2
15233,1,58,2,2,1856,1509,D50,7,2
15234,1,65,3,1,1453,1878,B12,5,2
15235,1,48,2,2,1888,1957,E80,9,2
15236,1,75,3,1,1878,1816,A41,6,2
15237,1,41,3,1,1804,1893,B13,7,2
15238,1,69,3,1,1881,1873,E81,10,2
15239,1,82,2,2,1705,1874,B10,2,2
15240,1,33,2,1,1469,1896,B10,3,2
15241,1,74,2,2,1910,1863,E90,9,2
15242,1,74,3,2,1493,1908,B08,8,2
15243,1,88,2,2,1931,1384,D08,7,2
15244,1,40,2,2,1941,1985,D85,8,2
15245,1,112,2,2,1998,1927,B18,8,2
15246,1,81,2,1,1923,1625,D10,5,2
15247,1,51,2,1,2003,1932,B10,3,2
15248,1,37,2,1,1930,1552,A80,2,2
15249,1,39,2,2,1914,1918,B12,5,2
15250,1,79,2,1,1807,1934,B10,2,2
15251,1,80,2,2,1947,1909,E87,13,2
15252,1,95,3,1,1945,1534,A40,2,2
15253,1,64,3,2,1691,1940,A45,2,2
15254,1,47,2,2,1759,1934,B72,13,2
15255,1,54,2,2,1947,1914,E16,10,2
15256,1,45,2,1,1953,1959,A49,5,2
15257,1,58,3,2,1820,1951,E61,6,2
15258,1,39,2,1,1943,1815,A40,2,2
15259,1,48,2,1,1890,1957,B10,8,2
15260,1,63,3,1,1954,1613,D20,5,2
15261,1,63,2,1,1947,1784,A40,2,2
15262,1,59,2,1,1946,1469,A40,2,2
15263,1,122,0,0,2019,1943,B10,2,2
15264,1,28,2,2,1949,2156,E81,10,2
15265,1,137,3,1,1502,1517,D35,7,2
15266,1,35,2,1,1720,1507,B25,4,2
15267,1,34,2,1,1504,1519,B22,3,2
15268,1,74,2,2,1536,1507,D01,4,2
15269,1,46,2,2,1509,1913,E61,4,2
15270,1,69,1,1,1495,1577,B21,3,2
15271,1,91,2,1,1366,1511,D02,3,2
15272,1,49,3,1,1505,1319,D10,7,2
15273,1,40,2,1,1952,1506,B50,4,2
15274,1,18,2,2,1508,1951,B21,3,2
15275,1,25,2,1,1572,1517,B50,5,2
15276,1,84,2,2,1527,1554,C30,3,2
15277,1,54,2,2,1632,1513,B53,7,2
15278,1,32,2,2,1517,1762,B21,3,2
15279,1,127,3,1,1507,1482,C34,6,2
15280,1,65,2,1,1382,1522,B20,3,2
15281,0,31,2,1,1522,1542,C31,5,2
15282,1,39,2,1,1453,1536,B20,3,2
15283,1,15,2,1,1531,1291,C34,6,2
15284,1,31,2,1,1516,1543,B50,4,2
15285,0,55,3,1,1543,1267,B00,2,2
15287,1,63,3,1,1404,1558,A03,2,2
15288,1,68,2,2,1568,1614,C30,3,2
15289,1,27,2,1,1795,1573,D00,9,2
15290,1,79,2,1,1567,1389,B07,3,2
15291,1,65,1,1,1624,1576,B50,4,2
15292,1,76,2,2,1557,1566,B50,4,2
15294,1,41,2,1,1532,1571,B56,9,2
15295,1,50,2,2,1582,1586,A03,3,2
15296,1,101,1,1,1575,1593,B27,4,2
15297,1,22,2,2,1607,1519,C02,7,2
15298,1,161,3,1,1596,1589,C34,6,2
15299,1,136,3,2,1701,1582,B20,3,2
15300,1,80,2,2,1590,1651,C70,8,2
15301,1,56,2,2,1506,1582,B50,4,2
15302,1,106,3,2,1653,1568,B20,3,2
15303,1,5,2,1,1315,1198,D01,4,2
15304,1,14,1,2,1227,1276,A00,2,2
15305,1,68,3,2,1334,1284,B20,3,2
15306,1,71,3,1,1297,1335,B00,2,2
15307,1,58,2,2,1503,1495,D25,7,2
15308,0,80,0,0,1149,1503,C68,8,2
15309,0,106,2,2,1149,1503,C50,6,2
15310,1,57,3,1,1493,1473,C00,3,2
15311,1,33,2,1,1461,1505,C50,7,2
15312,0,39,2,1,1423,1505,C44,5,2
15313,1,92,3,2,1251,1331,C22,6,2
15314,1,21,2,1,1309,1269,B00,6,2
15315,1,55,3,1,1290,1186,C40,4,2
15316,1,18,2,1,1459,1307,C24,4,3
15317,1,40,2,2,1335,1360,C68,7,2
15318,1,43,2,2,1286,1304,C48,7,2
15319,1,14,1,2,1284,1301,C50,5,2
15320,1,30,2,2,1368,1184,C44,5,2
15321,1,54,1,2,1415,1438,C40,4,2
15322,1,63,1,1,1486,1470,C44,7,2
15323,1,44,2,2,1536,1549,C44,5,2
15324,1,56,2,2,1418,1461,D00,3,2
15325,1,86,2,2,1512,1726,C00,4,2
15326,1,27,3,1,1765,1590,D07,6,2
15328,1,38,2,2,1063,1186,C00,3,2
15330,1,55,2,1,1495,1460,B23,3,2
15331,1,71,2,1,1461,1508,E60,5,2
15341,1,82,3,2,1762,1834,B50,4,2
15342,1,65,2,1,1740,1729,A48,5,2
15343,1,62,3,2,1758,1851,B30,4,2
15344,1,58,1,2,1916,1749,B20,3,2
15345,1,49,3,1,1730,1592,A35,6,2
15346,1,43,3,1,1713,1527,A04,2,2
15347,1,44,1,2,1987,1653,A45,3,2
15348,1,91,1,1,2039,1660,D55,13,2
15349,1,57,3,1,1598,1891,B01,4,2
15350,1,127,3,1,1506,2117,B07,6,2
15351,1,70,3,2,1783,1432,C57,10,2
15352,1,47,3,1,1361,1629,C55,6,2
15353,0,59,3,1,1682,1417,D00,3,2
15354,0,19,2,2,1389,1682,B13,5,2
15371,1,124,3,2,1930,1897,B09,10,2
15372,1,43,2,1,2012,1904,B94,11,2
15373,1,37,3,1,1891,1977,B28,8,2
15374,1,53,2,1,1882,1828,C65,8,2
15375,1,80,2,2,1822,1873,B22,3,2
15376,1,91,2,1,1890,1884,B56,9,2
15377,1,109,0,0,1884,1873,C77,9,2
15378,1,51,2,1,1861,1896,B33,17,2
15379,1,43,2,1,1883,1942,B02,6,2
15395,1,141,3,1,1630,1537,D06,3,2
15396,1,153,0,0,1588,1631,B00,3,2
15397,1,76,3,2,1601,1621,B00,3,2
15398,1,73,3,1,1610,1611,D06,3,2
15399,1,24,2,2,1550,1600,D01,4,2
15400,1,81,2,2,1677,1587,B12,7,2
15401,1,57,1,1,1573,1653,A40,2,2
15402,1,35,2,1,1561,1587,A40,2,2
15403,1,39,3,1,1638,1570,B12,7,2
15404,1,31,3,1,1559,1548,D15,7,2
15405,1,47,2,1,1699,1566,B10,2,2
15406,1,137,3,1,1557,1494,D31,6,2
15407,1,58,2,2,1532,1546,B13,5,2
15408,1,112,1,2,1616,1532,B13,5,2
15409,1,48,2,2,1543,1550,D50,7,2
15410,1,59,3,1,1533,1555,C01,7,2
15411,1,109,3,1,1727,1562,B10,2,2
15412,1,69,2,1,1552,1491,E60,5,2
15413,1,55,2,1,1814,1557,B10,2,2
15414,1,52,3,2,1561,1852,E20,8,2
15415,1,134,2,2,1271,1557,A00,4,2
15416,1,109,3,1,1551,1356,D20,4,2
15417,1,90,2,1,1604,1561,B12,7,2
15418,1,63,3,1,1544,1738,D08,4,2
15419,1,62,2,2,1568,1578,D20,4,2
15420,1,38,2,2,1360,1562,B12,7,2
15421,1,31,2,1,1552,1503,D15,7,2
15422,1,166,3,2,1562,1539,B12,5,2
15423,1,114,3,2,1483,1737,B01,4,2
15424,1,66,2,2,1488,1727,C48,7,2
15425,1,43,3,1,1880,1490,D00,9,2
15426,1,103,3,1,1898,1493,C50,5,2
15427,1,54,2,2,1499,1667,C68,7,2
15428,1,140,3,2,1579,1484,D00,4,2
15429,1,73,0,0,1485,1465,C00,4,2
15430,1,49,3,1,1463,1201,C40,4,2
15431,1,25,2,1,1785,1466,D00,5,2
15432,1,34,3,2,1470,1742,C00,3,2
15433,1,45,3,1,1786,1474,C66,8,2
15434,1,44,3,2,1475,2012,C45,8,2
15435,1,123,3,1,1864,1477,A20,2,2
15436,1,43,2,1,1826,1480,C20,3,2
15437,1,39,2,1,1469,1469,B30,4,2
15438,1,40,2,2,1302,1462,C48,7,2
15439,1,58,3,2,1469,1609,C60,6,2
15440,1,66,2,2,1566,1455,A20,2,2
15441,1,22,3,2,1462,1610,C41,7,2
15442,1,54,2,2,1480,1231,B07,2,2
15444,1,61,2,1,1720,1783,B30,4,2
15445,1,31,2,1,1855,1792,B21,3,2
15446,1,183,3,1,1847,1801,B20,3,2
15447,1,159,2,1,1792,1743,D30,4,2
15448,1,116,3,2,1798,1988,C02,6,2
15449,1,53,2,1,1788,1756,C55,6,2
15450,1,114,0,0,1755,1789,D02,3,2
15451,0,96,2,2,1696,1789,C62,6,2
15452,1,141,2,2,1799,1832,C00,3,2
15454,0,98,2,2,1562,1799,D00,3,2
15456,1,131,3,1,1851,1808,A00,1,2
15457,1,77,2,2,1749,1799,B33,11,2
15458,1,105,2,1,1790,1734,D21,6,2
15459,0,55,3,1,1340,1790,B30,5,2
15460,1,72,3,2,1801,1794,D06,4,2
15461,0,87,2,1,1801,1377,A40,2,2
15462,0,62,3,2,1729,1801,B34,9,2
15463,0,53,3,1,1801,1729,D08,7,2
15466,1,142,3,2,1808,1914,D21,5,2
15467,1,49,2,1,1755,1821,E24,9,2
15468,1,87,2,1,1716,1835,B21,3,2
15469,0,88,0,0,1835,1632,E12,6,2
15470,0,107,2,1,1835,1632,E12,6,2
15471,1,132,3,2,1847,1809,D11,7,2
15472,1,38,3,2,1860,1770,D06,4,2
15473,1,110,3,2,1784,1851,B30,4,2
15474,1,81,3,1,1841,1832,D26,12,2
15475,1,129,3,1,1850,1851,B32,7,2
15476,0,126,3,2,1851,1703,E12,6,2
15477,0,123,2,1,1851,1703,E12,7,2
15478,1,222,0,0,1851,1853,B07,4,2
15479,1,31,3,1,1839,1864,D21,5,2
15480,1,101,2,1,1808,1890,B50,4,2
15481,1,74,2,2,1643,1878,B20,3,2
15482,0,97,2,1,1876,2621,E70,7,2
15483,1,88,1,2,1886,1880,B57,8,2
15484,1,114,0,0,1875,1922,A40,2,2
15485,1,27,2,2,1828,1890,B80,10,2
15486,1,31,2,1,2008,1840,A45,3,2
15487,1,52,3,2,1861,1882,C58,15,2
15488,1,72,2,2,1856,1836,B30,4,2
15489,1,66,2,1,1865,1860,B20,3,2
15490,1,68,3,2,1814,1836,A52,6,2
15491,1,70,3,2,1869,1802,B20,3,2
15492,1,27,2,1,1865,1509,C55,6,2
15493,1,50,2,2,1542,1842,A81,3,2
15494,1,40,2,2,1594,1529,B57,8,2
15495,1,51,1,1,1428,1544,B20,3,2
15496,1,118,2,2,1552,1648,D35,9,2
15504,1,30,2,1,1604,1700,C78,9,2
15505,1,94,3,2,1444,1696,A21,3,2
15506,1,78,3,2,1246,1694,C55,6,1
15507,1,57,2,1,1684,1658,B12,5,1
15508,1,60,3,2,1689,1893,C53,9,2
15509,1,41,3,1,1678,1698,A06,3,2
15510,1,81,2,1,1671,1553,B40,6,2
15511,1,45,1,1,1659,1684,C02,10,2
15512,1,27,2,1,1695,1669,B20,3,2
15513,1,47,2,2,1680,1684,C50,5,2
15514,1,16,2,2,1696,1668,B20,3,2
15515,1,48,2,1,1692,1679,B20,3,2
15516,1,52,2,2,1702,1667,A01,5,2
15517,1,63,3,1,1683,1677,B72,11,2
15518,1,132,3,2,1688,1703,C57,11,2
15519,1,53,2,1,1689,1699,B54,9,2
15520,1,77,3,1,1689,1655,C41,6,2
15521,1,54,2,1,1798,1697,A00,1,1
15522,1,56,3,2,1707,1756,B56,11,2
15523,1,60,2,2,1715,1804,C71,8,2
15524,1,53,2,2,1727,1702,C58,11,2
15525,1,76,2,2,1748,1715,C21,3,2
15526,1,51,3,1,2040,1718,D00,3,2
15527,1,86,2,1,1713,1493,C58,11,2
15528,1,109,3,1,1697,1725,D03,5,2
15529,1,84,2,2,1777,1712,B57,8,2
15530,1,43,2,2,1724,1697,C41,5,2
15531,1,72,3,2,1735,1747,C50,6,2
15532,1,53,2,1,1757,1746,C44,6,2
15533,1,93,3,1,1751,1753,C53,9,2
15534,1,34,2,2,1762,1847,C48,7,2
15535,1,54,3,2,1901,1746,D15,7,2
15536,1,90,1,2,1385,1756,A20,3,2
15537,1,53,3,1,1754,1387,B27,3,2
15538,1,72,2,2,1765,1774,B77,17,2
15539,0,37,3,1,1308,1765,B20,3,2
15540,0,57,2,1,1788,1891,C01,7,2
15541,0,36,2,2,1788,1563,B06,5,2
15542,0,65,2,1,1878,1788,B12,5,2
15543,0,58,0,0,1352,1788,C41,5,2
15544,0,49,3,1,1788,1698,C21,10,2
15545,0,50,2,1,2203,1788,B13,5,2
15546,0,49,2,1,1558,1289,B01,4,2
15547,1,55,2,1,1443,1296,C24,4,2
15548,1,18,2,2,1275,1281,D20,5,2
15549,1,92,3,2,1291,1333,C44,6,2
15550,1,109,1,1,1268,1303,B01,4,2
15551,1,55,2,1,1291,1326,A04,2,2
15552,1,57,2,1,1698,1293,C60,6,2
15553,1,18,2,2,1297,1591,C21,5,2
15554,1,29,0,0,1300,1279,D01,4,2
15555,1,41,3,1,1265,1373,A20,2,2
15556,1,19,3,1,1348,1274,A00,1,2
15557,1,75,3,1,1264,1216,A00,2,2
15558,1,55,1,1,1465,1270,C21,5,2
15559,1,36,3,2,1343,1256,C20,3,2
15560,1,73,1,1,1286,1276,C46,6,2
15561,1,19,2,1,1564,1621,A85,5,2
15562,1,26,2,2,1580,1390,A40,2,2
15563,1,42,1,2,1569,1570,B20,2,2
15564,1,55,3,1,1560,1518,E94,15,2
15565,1,78,2,2,1567,1702,B12,5,2
15567,1,135,2,1,2029,2103,B57,15,2
15568,1,55,2,1,2094,2039,D06,4,2
15569,1,44,2,2,1462,1473,B57,8,3
15570,1,62,3,2,1533,1430,D20,5,2
15571,1,28,2,1,1364,1463,C40,4,2
15572,1,41,2,2,1491,1491,B00,3,2
15573,1,18,2,1,1648,1509,C22,7,1
15574,1,80,2,2,1291,1494,C70,8,2
15575,1,63,3,1,1474,1337,B21,3,2
15576,1,51,2,1,1453,1306,C36,7,3
15577,1,39,2,2,1674,1557,D32,6,2
15578,1,36,2,2,1701,1618,D31,5,2
15579,1,37,2,1,1795,1709,A00,1,2
15580,1,39,3,1,1692,1889,D37,7,2
15581,1,105,3,1,1663,1812,E90,9,2
15582,1,20,2,1,1652,1635,E20,8,2
15583,1,69,2,1,1774,1660,B30,5,2
15584,1,41,2,1,1591,1674,D00,3,2
15585,1,57,2,1,1595,1689,B30,4,2
15586,1,91,3,1,1677,1683,D32,8,2
15587,1,87,2,1,1663,1711,D07,6,2
15589,1,44,2,2,1635,1663,B50,4,2
15590,1,81,1,1,1666,1605,D20,4,2
15591,1,111,2,1,1613,1680,B72,11,2
15592,1,90,1,2,1535,1673,B20,3,2
15593,0,59,2,1,1673,1607,A08,4,3
